brand,model,release_year,charging_voltage,energy_consumption,ac_max_power,dc_max_power,battery_kwh,ev_key
Abarth,500E,2024,400,22.2,11.0,85.0,42.2,Abarth_500E
Abarth,600e Scorpionissima,2024,400,18.1,11.0,100.0,50.8,Abarth_600e Scorpionissima
Abarth,500e Convertible,2023,400,16.8,11.0,85.0,37.8,Abarth_500e Convertible
Abarth,500e Scorpionissima,2023,400,16.8,11.0,85.0,37.8,Abarth_500e Scorpionissima
Abarth,600e Turismo,2024,400,18.1,11.0,100.0,50.8,Abarth_600e Turismo
Abarth,scorpionissima,2023,400,16.8,11.0,37.8,37.8,Abarth_scorpionissima
Abarth,hatchback,2023,400,16.8,11.0,37.8,37.8,Abarth_hatchback
Abarth,convertible,2023,400,16.8,11.0,37.8,37.8,Abarth_convertible
Aiways,U5.,2022,400,19.0,11.0,60.0,60.0,Aiways_U5.
Aiways,U6.,2022,400,17.1,11.0,60.0,60.0,Aiways_U6.
Alpine,A290 Electric 220 hp,2024,400,17.0,11.0,100.0,52.0,Alpine_A290 Electric 220 hp
Alpine,A290 Electric 180 hp,2024,400,16.8,11.0,100.0,52.0,Alpine_A290 Electric 180 hp
Artega,Karo,2020,400,7.2,4.0,150.0,14.4,Artega_Karo
Audi,GT,2021,400,21.0,11.0,268.0,85.0,Audi_GT
Audi,GT,2021,400,20.2,11.0,268.0,85.0,Audi_GT
Audi,Q4 Sportback e-tron,2021,400,17.6,7.2,100.0,52.0,Audi_Q4 Sportback e-tron
Audi,Q4 Sportback e-tron,2021,400,19.0,11.0,125.0,77.0,Audi_Q4 Sportback e-tron
Audi,Q4 e-tron,2021,400,18.2,7.2,100.0,52.0,Audi_Q4 e-tron
Audi,Q4 e-tron,2021,400,18.8,11.0,125.0,77.0,Audi_Q4 e-tron
Audi,Q4 e-tron,2023,400,18.3,11.0,135.0,77.0,Audi_Q4 e-tron
Audi,Q4 e-tron,2021,400,19.7,11.0,125.0,77.0,Audi_Q4 e-tron
Audi,Q6 e-tron,2024,800,19.8,11.0,260.0,94.9,Audi_Q6 e-tron
Audi,Q6 e-tron,2024,800,20.6,11.0,270.0,94.9,Audi_Q6 e-tron
Audi,Q8 e-tron,2022,400,20.9,11.0,155.0,89.0,Audi_Q8 e-tron
Audi,Q8 e-tron,2022,400,21.0,11.0,168.0,106.0,Audi_Q8 e-tron
Audi,Q8 e-tron,2022,400,20.2,11.0,168.0,106.0,Audi_Q8 e-tron
Audi,SQ6 e-tron,2024,800,21.3,11.0,270.0,94.9,Audi_SQ6 e-tron
Audi,e-tron 50,2019,400,22.7,11.0,124.0,65.0,Audi_e-tron 50
Audi,e-tron 50,2019,400,22.7,22.0,124.0,65.0,Audi_e-tron 50
Audi,e-tron 55,2019,400,23.4,11.0,155.0,86.5,Audi_e-tron 55
Audi,e-tron 55,2019,400,23.4,22.0,155.0,86.5,Audi_e-tron 55
Audi,e-tron S,2020,400,27.0,22.0,188.0,95.0,Audi_e-tron S
Audi,e-tron S,2020,400,27.0,22.0,149.0,86.5,Audi_e-tron S
Audi,e-tron GT quattro,2021,400,20.2,11.0,268.0,85.0,Audi_e-tron GT quattro
Audi,A6 Sportback e-tron quattro,2024,400,16.2,11.0,270.0,94.9,Audi_A6 Sportback e-tron quattro
Audi,e-tron GT RS,2024,400,18.5,11.0,320.0,97.0,Audi_e-tron GT RS
Audi,e-tron GT S,2024,400,18.0,11.0,320.0,97.0,Audi_e-tron GT S
Audi,A6 Avant e-tron quattro,2024,400,17.7,11.0,270.0,94.9,Audi_A6 Avant e-tron quattro
Audi,Q6 e-tron,2024,400,19.2,11.0,225.0,75.8,Audi_Q6 e-tron
Audi,e-tron Sportback 55 quattro,2020,400,22.8,11.0,155.0,86.5,Audi_e-tron Sportback 55 quattro
Audi,Q4 e-tron 55 quattro,2023,400,19.5,11.0,175.0,77.0,Audi_Q4 e-tron 55 quattro
Audi,A6 Avant e-tron,2024,400,16.0,11.0,225.0,75.8,Audi_A6 Avant e-tron
Audi,A6 Sportback e-tron,2024,400,15.6,11.0,225.0,75.8,Audi_A6 Sportback e-tron
Audi,e-tron 50 quattro,2021,400,23.1,11.0,120.0,64.7,Audi_e-tron 50 quattro
Audi,e-tron 55 quattro,2020,400,23.7,11.0,155.0,86.5,Audi_e-tron 55 quattro
Audi,e-tron GT RS performance,2024,400,18.5,11.0,320.0,97.0,Audi_e-tron GT RS performance
Audi,Q4 Sportback e-tron 45,2023,400,17.7,11.0,150.0,77.0,Audi_Q4 Sportback e-tron 45
Audi,S6 Sportback e-tron,2024,400,17.3,11.0,270.0,94.9,Audi_S6 Sportback e-tron
Audi,Q6 e-tron Sportback performance,2024,400,18.6,11.0,260.0,94.9,Audi_Q6 e-tron Sportback performance
Audi,S6 Avant e-tron,2024,400,18.1,11.0,270.0,94.9,Audi_S6 Avant e-tron
Audi,Q4 Sportback e-tron 40,2021,400,18.0,11.0,143.0,76.6,Audi_Q4 Sportback e-tron 40
Audi,e-tron Sportback 50 quattro,2021,400,21.9,11.0,150.0,64.7,Audi_e-tron Sportback 50 quattro
Audi,Q6 e-tron Sportback quattro,2024,400,19.0,11.0,270.0,94.9,Audi_Q6 e-tron Sportback quattro
Audi,Q4 e-tron 45 quattro,2023,400,19.5,11.0,150.0,77.0,Audi_Q4 e-tron 45 quattro
Audi,Q4 Sportback e-tron 45 quattro,2023,400,18.8,11.0,150.0,77.0,Audi_Q4 Sportback e-tron 45 quattro
Audi,Q4 Sportback e-tron 55 quattro,2023,400,18.6,11.0,175.0,77.0,Audi_Q4 Sportback e-tron 55 quattro
Audi,Q6 e-tron Sportback,2024,400,18.5,11.0,225.0,75.8,Audi_Q6 e-tron Sportback
Audi,SQ8 e-tron,2023,400,23.3,11.0,168.0,106.0,Audi_SQ8 e-tron
Audi,SQ6 e-tron Sportback,2024,400,19.2,11.0,270.0,94.9,Audi_SQ6 e-tron Sportback
Audi,Q8 e-tron Sportback 50 quattro,2022,400,20.0,11.0,155.0,89.0,Audi_Q8 e-tron Sportback 50 quattro
Audi,SQ8 e-tron Sportback,2023,400,22.1,11.0,168.0,106.0,Audi_SQ8 e-tron Sportback
Audi,A6 Sportback e-tron performance,2024,400,15.8,11.0,270.0,94.9,Audi_A6 Sportback e-tron performance
Audi,A6 Avant e-tron performance,2024,400,16.8,11.0,270.0,94.9,Audi_A6 Avant e-tron performance
Audi,e-tron 55,2019,400,23.7,11.0,86.5,86.5,Audi_e-tron 55
Audi,e-tron Sportback 55,2020,400,22.8,11.0,86.5,86.5,Audi_e-tron Sportback 55
Audi,gt rs,2021,800,21.0,11.0,85.0,85.0,Audi_gt rs
Audi,etron 35,2021,400,18.2,11.0,52.0,52.0,Audi_etron 35
Audi,50,2019,400,23.1,11.0,64.7,64.7,Audi_50
Audi,sportback 50,2020,400,21.9,11.0,64.7,64.7,Audi_sportback 50
Audi,55,2019,400,23.7,11.0,86.5,86.5,Audi_55
Audi,s,2020,400,27.0,11.0,86.5,86.5,Audi_s
Audi,s sportback,2020,400,25.8,11.0,86.5,86.5,Audi_s sportback
Audi,sportbacketron 35,2021,400,17.6,4.0,52.0,52.0,Audi_sportbacketron 35
Audi,55,2020,400,23.7,11.0,86.5,86.5,Audi_55
Audi,sportback 55,2020,400,22.8,11.0,86.5,86.5,Audi_sportback 55
Audi,gt quattro,2021,800,20.2,11.0,85.0,85.0,Audi_gt quattro
Audi,etron 40,2021,400,18.9,11.0,76.6,76.6,Audi_etron 40
Audi,etron 50,2021,400,19.9,11.0,76.6,76.6,Audi_etron 50
Audi,sportbacketron 50,2021,400,19.2,4.0,76.6,76.6,Audi_sportbacketron 50
Audi,etron 45,2021,400,19.9,11.0,76.6,76.6,Audi_etron 45
Audi,sportbacketron 40,2021,400,18.0,4.0,76.6,76.6,Audi_sportbacketron 40
Audi,s,2021,400,27.0,11.0,86.5,86.5,Audi_s
Audi,s sportback,2021,400,26.2,11.0,86.5,86.5,Audi_s sportback
Audi,50,2021,400,23.1,11.0,64.7,64.7,Audi_50
Audi,sportback 50,2021,400,21.9,11.0,64.7,64.7,Audi_sportback 50
Audi,sportbacketron 45,2022,400,19.2,11.0,76.6,76.6,Audi_sportbacketron 45
Audi,etron 50,2022,400,20.9,11.0,89.0,89.0,Audi_etron 50
Audi,etron 55,2022,400,21.0,11.0,106.0,106.0,Audi_etron 55
Audi,etron sportback 50,2022,400,20.0,11.0,89.0,89.0,Audi_etron sportback 50
Audi,etron sportback 55,2022,400,20.2,11.0,106.0,106.0,Audi_etron sportback 55
Audi,etron,2023,400,23.3,11.0,106.0,106.0,Audi_etron
Audi,etron sportback,2023,400,22.1,11.0,106.0,106.0,Audi_etron sportback
Audi,etron 45,2023,400,18.3,11.0,77.0,77.0,Audi_etron 45
Audi,etron 45,2023,400,19.5,11.0,77.0,77.0,Audi_etron 45
Audi,etron 55,2023,400,19.5,11.0,77.0,77.0,Audi_etron 55
Audi,sportbacketron 45,2023,400,17.7,11.0,77.0,77.0,Audi_sportbacketron 45
Audi,sportbacketron 45,2023,400,18.8,11.0,77.0,77.0,Audi_sportbacketron 45
Audi,sportbacketron 55,2023,400,18.6,11.0,77.0,77.0,Audi_sportbacketron 55
BMW,iX3,2021,400,19.2,11.0,74.0,74.0,BMW_iX3
BMW,i3,2020,400,15.4,11.0,50.0,37.9,BMW_i3
BMW,i3,2013,400,14.5,7.4,47.0,18.8,BMW_i3
BMW,i3,2013,400,16.0,11.0,50.0,27.2,BMW_i3
BMW,i3S,2020,400,16.2,11.0,50.0,37.9,BMW_i3S
BMW,i3S,2019,400,16.1,11.0,49.0,37.9,BMW_i3S
BMW,i3S,2019,400,16.1,11.0,49.0,27.2,BMW_i3S
BMW,i3S,2019,400,16.1,11.0,49.0,27.2,BMW_i3S
BMW,i4,2022,400,16.8,11.0,180.0,67.0,BMW_i4
BMW,i4,2021,400,17.2,11.0,207.0,80.7,BMW_i4
BMW,i5,2023,400,19.3,11.0,206.0,81.2,BMW_i5
BMW,i5,2024,400,19.6,11.0,206.0,81.2,BMW_i5
BMW,i5,2023,400,17.3,11.0,206.0,81.2,BMW_i5
BMW,i5,2024,400,17.8,11.0,206.0,81.2,BMW_i5
BMW,i5,2024,400,17.8,11.0,206.0,81.2,BMW_i5
BMW,i7,2022,400,19.9,11.0,195.0,101.7,BMW_i7
BMW,iX,2022,400,21.7,22.0,195.0,105.2,BMW_iX
BMW,iX,2021,400,19.7,11.0,148.0,71.0,BMW_iX
BMW,iX,2021,400,20.8,11.0,195.0,105.2,BMW_iX
BMW,iX1,2022,400,18.2,11.0,130.0,64.7,BMW_iX1
BMW,iX3,2020,400,18.6,11.0,150.0,73.8,BMW_iX3
BMW,iX xDrive60,2025,400,20.8,11.0,195.0,109.1,BMW_iX xDrive60
BMW,iX xDrive45,2025,400,20.2,11.0,175.0,94.8,BMW_iX xDrive45
BMW,iX2 eDrive20,2024,400,16.4,11.0,128.0,64.7,BMW_iX2 eDrive20
BMW,iX2 xDrive30,2023,400,16.8,11.0,128.0,64.7,BMW_iX2 xDrive30
BMW,i4,2024,400,18.1,11.0,207.0,81.3,BMW_i4
BMW,i7,2023,400,20.8,11.0,200.0,101.7,BMW_i7
BMW,i4,2024,400,16.6,11.0,207.0,81.3,BMW_i4
BMW,i7,2023,400,19.6,11.0,200.0,101.7,BMW_i7
BMW,iX M70 xDrive,2025,400,21.8,11.0,195.0,108.9,BMW_iX M70 xDrive
BMW,iX1 eDrive20,2023,400,16.6,11.0,128.0,64.7,BMW_iX1 eDrive20
BMW,i5 xDrive40 Touring,2025,400,18.2,136.0,206.0,81.2,BMW_i5 xDrive40 Touring
BMW,i3 94,2016,400,16.5,27.2,47.0,27.2,BMW_i3 94
BMW,i3 94,2017,400,16.5,27.2,27.2,27.2,BMW_i3 94
BMW,i3s 94,2017,400,17.0,27.2,27.2,27.2,BMW_i3s 94
BMW,120 ah,2018,400,16.5,37.9,37.9,37.9,BMW_120 ah
BMW,edrive40,2021,400,15.7,11.0,80.7,80.7,BMW_edrive40
BMW,xdrive40,2021,400,19.7,11.0,71.0,71.0,BMW_xdrive40
BMW,xdrive50,2021,400,20.8,11.0,105.2,105.2,BMW_xdrive50
BMW,m50,2021,400,17.9,11.0,80.7,80.7,BMW_m50
BMW,m60,2022,400,21.7,11.0,105.2,105.2,BMW_m60
BMW,xdrive60,2022,400,19.9,11.0,101.7,101.7,BMW_xdrive60
BMW,xdrive30,2022,400,17.0,11.0,64.7,64.7,BMW_xdrive30
BMW,edrive35,2022,400,15.6,11.0,67.0,67.0,BMW_edrive35
BMW,m70 xdrive,2023,400,20.8,22.0,101.7,101.7,BMW_m70 xdrive
BMW,edrive50,2023,400,19.6,11.0,101.7,101.7,BMW_edrive50
BMW,edrive40 sedan,2023,400,17.3,11.0,81.2,81.2,BMW_edrive40 sedan
BMW,m60 xdrive sedan,2023,400,19.3,11.0,81.2,81.2,BMW_m60 xdrive sedan
BMW,edrive20,2023,400,16.6,11.0,64.7,64.7,BMW_edrive20
BMW,xdrive30,2023,400,16.8,11.0,64.7,64.7,BMW_xdrive30
BMW,xdrive40 sedan,2024,400,17.8,11.0,81.2,81.2,BMW_xdrive40 sedan
BMW,edrive20,2024,400,16.4,11.0,64.7,64.7,BMW_edrive20
BYD,HAN,2023,800,18.0,6.6,85.4,85.4,BYD_HAN
BYD,TANG,2022,800,24.3,7.4,86.4,86.4,BYD_TANG
BYD,Dolphin,2023,400,17.8,11.0,88.0,60.5,BYD_Dolphin
BYD,Dolphin,2023,400,17.6,7.4,60.0,44.9,BYD_Dolphin
BYD,Dolphin,2023,400,17.6,7.4,60.0,44.9,BYD_Dolphin
BYD,Seal,2023,800,16.8,11.0,150.0,82.5,BYD_Seal
BYD,Seal,2023,800,16.5,11.0,150.0,82.5,BYD_Seal
BYD,SEAL,2024,400,19.9,11.0,115.0,71.8,BYD_SEAL
BYD,DOLPHIN,2023,400,16.9,11.0,60.0,44.9,BYD_DOLPHIN
BYD,SEAL,2025,400,16.6,11.0,110.0,61.4,BYD_SEAL
BYD,ATTO 3,2022,400,18.55,11.0,89.0,60.5,BYD_ATTO 3
BYD,DOLPHIN,2023,400,17.3,11.0,60.0,44.9,BYD_DOLPHIN
BYD,DOLPHIN,2023,400,17.3,11.0,88.0,60.5,BYD_DOLPHIN
BYD,SEAL,2024,400,20.5,11.0,140.0,87.0,BYD_SEAL
BYD,3,2022,400,18.3,11.0,60.5,60.5,BYD_3
BYD,44.,2023,400,16.9,7.4,44.9,44.9,BYD_44.
BYD,44.,2023,400,17.3,7.4,44.9,44.9,BYD_44.
BYD,60.,2023,400,17.3,11.0,60.5,60.5,BYD_60.
BYD,82.,2023,800,17.2,11.0,82.5,82.5,BYD_82.
BYD,82.,2023,800,18.5,11.0,82.5,82.5,BYD_82.
BYD,SEAL U 87 kWh Design,2024,400,20.5,11.0,87.0,87.0,BYD_SEAL U 87 kWh Design
BYD,u 71.,2024,400,19.9,11.0,71.8,71.8,BYD_u 71.
BYD,flagship,2024,800,23.7,11.0,108.8,108.8,BYD_flagship
Cadillac,Lyriq 600 E4,2024,400,22.2,11.0,190.0,102.0,Cadillac_Lyriq 600 E4
Chevrolet,Bolt,2017,400,12.9,7.2,55.0,58.0,Chevrolet_Bolt
Chevrolet,Bolt,2020,400,12.9,7.2,55.0,66.0,Chevrolet_Bolt
Chevrolet,Spark EV,2015,400,14.0,3.3,50.0,19.0,Chevrolet_Spark EV
Chevrolet,Spark EV,2013,400,16.0,3.3,50.0,21.3,Chevrolet_Spark EV
Citroën,ë-C4,2021,400,16.0,7.4,46.3,46.3,Citroën_ë-C4
Citroën,e-C4,2021,400,16.0,11.0,101.0,46.3,Citroën_e-C4
Citroën,e-C4,2024,400,16.0,11.0,100.0,46.3,Citroën_e-C4
Citroën,e-C3 Aircross,2024,400,17.6,11.0,100.0,44.0,Citroën_e-C3 Aircross
Citroën,e-C4 X 54 kWh,2024,400,14.9,11.0,100.0,50.8,Citroën_e-C4 X 54 kWh
Citroën,e-C4 X,2024,400,15.7,11.0,100.0,46.3,Citroën_e-C4 X
Citroën,e-C4 54 kWh,2024,400,15.2,11.0,100.0,50.8,Citroën_e-C4 54 kWh
Citroën,C-Zero,2016,400,17.1,11.0,100.0,14.5,Citroën_C-Zero
Citroën,e-Berlingo M 50 kWh,2024,400,21.3,11.0,150.0,50.0,Citroën_e-Berlingo M 50 kWh
Citroën,e-SpaceTourer M 75 kWh,2024,400,26.2,11.0,150.0,68.0,Citroën_e-SpaceTourer M 75 kWh
Citroën,e-Jumpy Combi M 75 kWh,2020,400,25.7,11.0,100.0,68.0,Citroën_e-Jumpy Combi M 75 kWh
Citroën,e-Berlingo XL 50 kWh,2024,400,21.7,11.0,150.0,50.0,Citroën_e-Berlingo XL 50 kWh
Citroën,e-SpaceTourer M 50 kWh,2024,400,25.7,11.0,150.0,46.3,Citroën_e-SpaceTourer M 50 kWh
Citroën,E-Berlingo Multispace,2017,400,20.5,11.0,40.0,20.5,Citroën_E-Berlingo Multispace
Citroën,e-Jumpy Combi XL 75 kWh,2020,400,26.2,11.0,100.0,68.0,Citroën_e-Jumpy Combi XL 75 kWh
Citroën,e-SpaceTourer XL 75 kWh,2024,400,26.2,11.0,150.0,68.0,Citroën_e-SpaceTourer XL 75 kWh
Citroën,e-Jumpy Combi M 50 kWh,2020,400,25.0,11.0,150.0,46.3,Citroën_e-Jumpy Combi M 50 kWh
Citroën,e-SpaceTourer XL 50 kWh,2024,400,25.0,11.0,101.0,50.0,Citroën_e-SpaceTourer XL 50 kWh
Citroën,e-Jumpy Combi XL 50 kWh,2020,400,25.7,11.0,101.0,46.3,Citroën_e-Jumpy Combi XL 50 kWh
Citroën,e-SpaceTourer XS 50 kWh,2020,400,25.0,11.0,101.0,46.3,Citroën_e-SpaceTourer XS 50 kWh
Citroën,e-Jumpy Combi XS 50 kWh,2020,400,25.0,11.0,101.0,46.3,Citroën_e-Jumpy Combi XS 50 kWh
Citroën,C-Zero,2011,400,17.1,11.0,100.0,14.5,Citroën_C-Zero
Citroën,E-Berlingo,2017,400,20.5,20.5,20.5,20.5,Citroën_E-Berlingo
Citroën,xs,2020,400,25.0,11.0,46.3,46.3,Citroën_xs
Citroën,xl,2020,400,25.7,11.0,46.3,46.3,Citroën_xl
Citroën,m,2021,400,25.7,11.0,68.0,68.0,Citroën_m
Citroën,xl,2021,400,26.2,11.0,68.0,68.0,Citroën_xl
Citroën,m,2021,400,22.6,11.0,46.3,46.3,Citroën_m
Citroën,xl,2021,400,22.6,11.0,46.3,46.3,Citroën_xl
Citroën,combi xs,2020,400,25.0,11.0,46.3,46.3,Citroën_combi xs
Citroën,combi m,2020,400,25.0,11.0,46.3,46.3,Citroën_combi m
Citroën,combi xl,2020,400,25.7,11.0,46.3,46.3,Citroën_combi xl
Citroën,combi m,2020,400,25.7,11.0,68.0,68.0,Citroën_combi m
Citroën,combi xl,2020,400,26.2,11.0,68.0,68.0,Citroën_combi xl
Citroën,x,2022,400,16.2,7.4,46.3,46.3,Citroën_x
Citroën,54kwh,2023,400,15.4,11.0,50.8,50.8,Citroën_54kwh
Citroën,x,2023,400,15.4,11.0,50.8,50.8,Citroën_x
Citroën,e-C3,2024,400,16.9,7.4,44.0,44.0,Citroën_e-C3
CUPRA,Born,2021,400,16.4,7.2,100.0,45.0,CUPRA_Born
CUPRA,Born,2021,400,16.6,11.0,100.0,58.0,CUPRA_Born
CUPRA,Born,2022,400,16.8,11.0,100.0,58.0,CUPRA_Born
CUPRA,Born,2021,400,17.1,11.0,125.0,77.0,CUPRA_Born
CUPRA,Tavascan,2024,400,17.1,11.0,135.0,77.0,CUPRA_Tavascan
CUPRA,Tavascan,2024,400,17.9,11.0,175.0,77.0,CUPRA_Tavascan
CUPRA,Born 170 kW - 77 kWh,2024,400,16.7,11.0,175.0,77.0,CUPRA_Born 170 kW - 77 kWh
CUPRA,Born VZ,2024,400,17.0,11.0,185.0,79.0,CUPRA_Born VZ
CUPRA,Born 170 kW - 59 kWh,2024,400,16.4,11.0,165.0,59.0,CUPRA_Born 170 kW - 59 kWh
CUPRA,Born 170 kW - 58 kWh,2022,400,16.8,11.0,124.0,58.0,CUPRA_Born 170 kW - 58 kWh
CUPRA,Born 150 kW - 58 kWh,2021,400,16.6,11.0,124.0,58.0,CUPRA_Born 150 kW - 58 kWh
CUPRA,150kw-,2021,400,16.6,11.0,58.0,58.0,CUPRA_150kw-
CUPRA,170kw-,2022,400,16.8,11.0,58.0,58.0,CUPRA_170kw-
CUPRA,170kw-,2022,400,17.1,11.0,77.0,77.0,CUPRA_170kw-
CUPRA,endurance,2024,400,17.3,11.0,77.0,77.0,CUPRA_endurance
CUPRA,Tavascan VZ,2024,400,18.1,11.0,77.0,77.0,CUPRA_Tavascan VZ
Dacia,Spring Electric,2021,400,15.8,6.6,34.0,26.8,Dacia_Spring Electric
Dacia,Spring Electric 45,2024,400,15.2,11.0,34.0,25.0,Dacia_Spring Electric 45
Dacia,Spring Electric 65,2024,400,15.6,11.0,34.0,25.0,Dacia_Spring Electric 65
Dacia,Spring Electric 65 Extreme,2023,400,15.6,11.0,34.0,25.0,Dacia_Spring Electric 65 Extreme
Dacia,electric,2021,400,15.6,6.6,25.0,25.0,Dacia_electric
Dacia,electric 45,2022,400,15.2,6.6,25.0,25.0,Dacia_electric 45
Dacia,electric 65 extreme,2023,400,15.6,6.6,25.0,25.0,Dacia_electric 65 extreme
DS,crossback e-tense,2020,400,81.1,3.0,46.3,46.3,DS_crossback e-tense
DS,3 Crossback E-Tense,2020,400,18.4,11.0,100.0,46.0,DS_3 Crossback E-Tense
DS,3 Crossback E-Tense,2020,400,18.4,7.4,100.0,46.0,DS_3 Crossback E-Tense
DS,N°8 FWD Long Range,2024,400,17.5,11.0,200.0,97.2,DS_N°8 FWD Long Range
DS,N°8 AWD Long Range,2024,400,18.2,11.0,200.0,97.2,DS_N°8 AWD Long Range
DS,3 E-Tense,2022,400,16.9,85.0,100.0,50.8,DS_3 E-Tense
DS,3 Crossback E-Tense,2021,400,17.5,78.0,101.0,46.3,DS_3 Crossback E-Tense
DS,N°8 FWD,2024,400,17.4,11.0,160.0,74.0,DS_N°8 FWD
DS,crossback e-tense,2021,400,17.5,3.0,46.3,46.3,DS_crossback e-tense
DS,e-tense,2022,400,16.9,11.0,50.8,50.8,DS_e-tense
Dongfeng,Box 42.3 kWh,2024,400,15.7,11.0,60.0,40.0,Dongfeng_Box 42.3 kWh
Dongfeng,Box 31.4 kWh,2025,400,15.3,11.0,57.0,29.0,Dongfeng_Box 31.4 kWh
e.GO Mobile,x,2022,400,18.0,11.0,27.0,27.0,e.GO Mobile_x
Elaris,BEO 86 kWh,2023,400,20.8,11.0,100.0,81.0,Elaris_BEO 86 kWh
Elaris,86kwh,2023,400,20.8,11.0,81.0,81.0,Elaris_86kwh
Fiat,500e,2013,400,13.5,6.6,40.0,21.3,Fiat_500e
Fiat,500e,2021,400,15.8,6.6,50.0,21.3,Fiat_500e
Fiat,500e,2020,400,15.9,11.0,85.0,37.3,Fiat_500e
Fiat,600e,2023,400,16.4,11.0,50.8,50.8,Fiat_600e
Fiat,E-Ulysse L2 75 kWh,2022,400,25.7,11.0,100.0,68.0,Fiat_E-Ulysse L2 75 kWh
Fiat,E-Ulysse L2 50 kWh,2022,400,25.0,11.0,101.0,46.3,Fiat_E-Ulysse L2 50 kWh
Fiat,E-Ulysse L3 75 kWh,2022,400,26.2,11.0,100.0,68.0,Fiat_E-Ulysse L3 75 kWh
