brand,model,release_year,charging_voltage,energy_consumption,ac_max_power,dc_max_power,battery_kwh,ev_key
Polestar,3 Long Range Performance,2022,400,22.8,11.0,250.0,107.0,Polestar_3 Long Range Performance
Polestar,2 Long Range Performance,2024,400,17.6,11.0,205.0,79.0,Polestar_2 Long Range Performance
Polestar,standard range single motor,2021,400,17.7,11.0,61.0,61.0,Polestar_standard range single motor
Polestar,long range single motor,2021,400,17.9,11.0,75.0,75.0,Polestar_long range single motor
Polestar,long range dual motor,2021,400,19.2,11.0,75.0,75.0,Polestar_long range dual motor
Polestar,standard range single motor,2022,400,17.6,11.0,67.0,67.0,Polestar_standard range single motor
Polestar,long range dual motor,2022,400,22.1,11.0,107.0,107.0,Polestar_long range dual motor
Polestar,long range,2022,400,22.8,11.0,107.0,107.0,Polestar_long range
Polestar,standard range single motor,2023,400,16.5,11.0,67.0,67.0,Polestar_standard range single motor
Polestar,long range single motor,2023,400,16.8,11.0,79.0,79.0,Polestar_long range single motor
Polestar,long range dual motor,2023,400,17.6,11.0,79.0,79.0,Polestar_long range dual motor
Polestar,long range,2023,400,17.6,11.0,79.0,79.0,Polestar_long range
Polestar,long range single motor,2024,400,19.0,11.0,94.0,94.0,Polestar_long range single motor
Polestar,long range dual motor,2024,400,19.4,11.0,94.0,94.0,Polestar_long range dual motor
Porsche,Taycan,2023,800,20.4,11.0,71.0,71.0,Porsche_Taycan
Porsche,Taycan,2023,400,19.0,11.0,268.0,83.7,Porsche_Taycan
Porsche,Taycan,2020,800,19.5,11.0,225.0,71.0,Porsche_Taycan
Porsche,Taycan,2023,400,17.1,11.0,223.0,71.0,Porsche_Taycan
Porsche,Taycan,2023,400,19.0,11.0,268.0,83.7,Porsche_Taycan
Porsche,Taycan,2020,800,19.7,11.0,270.0,83.7,Porsche_Taycan
Porsche,Taycan,2023,400,17.4,11.0,268.0,83.7,Porsche_Taycan
Porsche,Taycan,2023,800,17.3,11.0,268.0,83.7,Porsche_Taycan
Porsche,Taycan,2023,400,18.8,11.0,268.0,83.7,Porsche_Taycan
Porsche,Taycan,2020,800,21.5,11.0,270.0,83.7,Porsche_Taycan
Porsche,Taycan,2023,400,19.7,11.0,268.0,83.7,Porsche_Taycan
Porsche,Taycan,2020,800,22.3,11.0,270.0,83.7,Porsche_Taycan
Porsche,Taycan,2023,400,19.5,11.0,268.0,83.7,Porsche_Taycan
Porsche,Macan 4 Electric,2024,400,19.6,11.0,270.0,95.0,Porsche_Macan 4 Electric
Porsche,Macan Electric,2024,400,18.6,11.0,270.0,95.0,Porsche_Macan Electric
Porsche,Macan Turbo Electric,2024,400,20.2,11.0,270.0,95.0,Porsche_Macan Turbo Electric
Porsche,Macan 4S Electric,2024,400,19.6,11.0,270.0,95.0,Porsche_Macan 4S Electric
Porsche,Taycan Turbo,2020,800,20.9,11.0,83.7,83.7,Porsche_Taycan Turbo
Porsche,4 cross turismo,2021,800,19.9,11.0,83.7,83.7,Porsche_4 cross turismo
Porsche,turbo,2020,800,20.2,11.0,83.7,83.7,Porsche_turbo
Porsche,4s,2020,800,18.0,11.0,71.0,71.0,Porsche_4s
Porsche,4s plus,2020,800,18.2,11.0,83.7,83.7,Porsche_4s plus
Porsche,plus,2021,800,17.6,11.0,83.7,83.7,Porsche_plus
Porsche,4s cross turismo,2021,800,19.9,11.0,83.7,83.7,Porsche_4s cross turismo
Porsche,turbo cross turismo,2021,800,21.2,11.0,83.7,83.7,Porsche_turbo cross turismo
Porsche,turbo s cross turismo,2021,800,22.0,11.0,83.7,83.7,Porsche_turbo s cross turismo
Porsche,gts,2022,800,18.6,11.0,83.7,83.7,Porsche_gts
Porsche,gts sport turismo,2022,800,19.7,11.0,83.7,83.7,Porsche_gts sport turismo
Porsche,sport turismo,2022,800,18.7,11.0,71.0,71.0,Porsche_sport turismo
Porsche,plus sport turismo,2022,800,18.8,11.0,83.7,83.7,Porsche_plus sport turismo
Porsche,4s sport turismo,2022,800,19.2,11.0,71.0,71.0,Porsche_4s sport turismo
Porsche,4s plus sport turismo,2022,800,19.5,11.0,83.7,83.7,Porsche_4s plus sport turismo
Porsche,turbo sport turismo,2022,800,20.7,11.0,83.7,83.7,Porsche_turbo sport turismo
Porsche,turbo s sport turismo,2022,800,21.2,11.0,83.7,83.7,Porsche_turbo s sport turismo
Porsche,plus,2023,800,17.3,11.0,83.7,83.7,Porsche_plus
Porsche,4s,2023,800,17.1,11.0,71.0,71.0,Porsche_4s
Porsche,4s plus,2023,800,17.4,11.0,83.7,83.7,Porsche_4s plus
Porsche,turbo,2023,800,18.8,11.0,83.7,83.7,Porsche_turbo
Porsche,turbo s,2023,800,19.5,11.0,83.7,83.7,Porsche_turbo s
Porsche,4 cross turismo,2023,800,19.0,11.0,83.7,83.7,Porsche_4 cross turismo
Porsche,4s cross turismo,2023,800,19.0,11.0,83.7,83.7,Porsche_4s cross turismo
Porsche,turbo cross turismo,2023,800,19.7,11.0,83.7,83.7,Porsche_turbo cross turismo
Porsche,turbo s cross turismo,2023,800,20.4,11.0,83.7,83.7,Porsche_turbo s cross turismo
Porsche,electric,2024,800,18.6,11.0,95.0,95.0,Porsche_electric
Porsche,4 electric,2024,800,19.6,11.0,95.0,95.0,Porsche_4 electric
Porsche,turbo electric,2024,800,20.2,11.0,95.0,95.0,Porsche_turbo electric
Porsche,Taycan,2024,800,16.6,11.0,82.3,82.3,Porsche_Taycan
Porsche,plus,2024,800,16.9,11.0,97.0,97.0,Porsche_plus
Porsche,Taycan 4S,2024,800,16.8,11.0,82.3,82.3,Porsche_Taycan 4S
Porsche,4s plus,2024,800,17.2,11.0,97.0,97.0,Porsche_4s plus
Porsche,turbo,2024,800,18.1,11.0,97.0,97.0,Porsche_turbo
Porsche,turbo s,2024,800,18.5,11.0,97.0,97.0,Porsche_turbo s
Renault,5 E-Tech,2025,400,15.7,11.0,80.0,40.0,Renault_5 E-Tech
Renault,5 E-Tech,2025,400,15.7,11.0,80.0,40.0,Renault_5 E-Tech
Renault,5 E-Tech,2025,400,16.3,11.0,100.0,52.0,Renault_5 E-Tech
Renault,Kangoo ZE,2011,400,19.4,7.2,150.0,33.0,Renault_Kangoo ZE
Renault,Megane E-Tech,2022,400,16.3,22.0,85.0,40.0,Renault_Megane E-Tech
Renault,Megane E-Tech,2022,400,17.1,22.0,130.0,60.0,Renault_Megane E-Tech
Renault,Scenic,2023,400,17.6,22.0,130.0,60.0,Renault_Scenic
Renault,Scenic,2023,400,17.9,22.0,150.0,87.0,Renault_Scenic
Renault,Twingo Z.E.,2020,400,16.3,22.0,150.0,21.3,Renault_Twingo Z.E.
Renault,Zoe,2013,400,15.5,43.0,150.0,22.0,Renault_Zoe
Renault,Zoe,2017,400,16.7,11.0,100.0,41.0,Renault_Zoe
Renault,Zoe,2015,400,15.5,22.0,150.0,22.0,Renault_Zoe
Renault,Zoe,2017,400,16.1,11.0,100.0,41.0,Renault_Zoe
Renault,Zoe,2019,400,16.1,22.0,46.0,41.0,Renault_Zoe
Renault,Zoe,2019,400,16.5,22.0,46.0,52.0,Renault_Zoe
Renault,Zoe,2019,400,17.4,22.0,46.0,52.0,Renault_Zoe
Renault,4 E-Tech 52kWh 150hp,2025,400,16.5,11.0,100.0,52.0,Renault_4 E-Tech 52kWh 150hp
Renault,Megane E-Tech EV60 220hp,2025,400,15.8,11.0,129.0,60.0,Renault_Megane E-Tech EV60 220hp
Renault,Zoe ZE50 R135,2019,400,16.8,11.0,46.0,52.0,Renault_Zoe ZE50 R135
Renault,Twingo Electric,2020,400,15.8,11.0,150.0,21.3,Renault_Twingo Electric
Renault,Megane E-Tech EV60 130hp,2025,400,15.8,11.0,129.0,60.0,Renault_Megane E-Tech EV60 130hp
Renault,Kangoo E-Tech Electric,2022,400,20.0,11.0,80.0,45.0,Renault_Kangoo E-Tech Electric
Renault,Kangoo Maxi ZE 33,2017,400,19.4,11.0,150.0,31.0,Renault_Kangoo Maxi ZE 33
Renault,Zoe R110,2018,400,16.4,11.0,150.0,41.0,Renault_Zoe R110
Renault,Scenic E-Tech EV60 170hp,2023,400,17.6,11.0,130.0,60.0,Renault_Scenic E-Tech EV60 170hp
Renault,Zoe ZE40 R110,2019,400,16.1,11.0,45.0,41.0,Renault_Zoe ZE40 R110
Renault,4 E-Tech 40kWh 120hp,2025,400,16.3,11.0,80.0,40.0,Renault_4 E-Tech 40kWh 120hp
Renault,Megane E-Tech EV40 130hp,2022,400,15.4,11.0,85.0,40.0,Renault_Megane E-Tech EV40 130hp
Renault,Kangoo Grand E-Tech Electric,2024,400,20.5,11.0,80.0,45.0,Renault_Kangoo Grand E-Tech Electric
Renault,Zoe R90 Entry,2017,400,16.6,11.0,150.0,23.3,Renault_Zoe R90 Entry
Renault,Scenic E-Tech EV87 220hp,2023,400,18.1,11.0,150.0,87.0,Renault_Scenic E-Tech EV87 220hp
Renault,Zoe ZE50 R110,2019,400,16.5,11.0,46.0,52.0,Renault_Zoe ZE50 R110
Renault,Zoe Q210,2013,400,17.9,11.0,43.0,23.3,Renault_Zoe Q210
Renault,Zoe,2013,400,17.9,11.0,100.0,23.3,Renault_Zoe
Renault,Zoe,2015,400,16.1,23.3,23.3,23.3,Renault_Zoe
Renault,Zoe R90,2017,400,16.6,11.0,100.0,23.3,Renault_Zoe R90
Renault,Kangoo Maxi ZE,2017,400,19.4,31.0,31.0,31.0,Renault_Kangoo Maxi ZE
Renault,Zoe,2018,400,16.4,41.0,41.0,41.0,Renault_Zoe
Renault,q90,2018,400,16.7,41.0,41.0,41.0,Renault_q90
Renault,r90,2018,400,16.1,41.0,41.0,41.0,Renault_r90
Renault,ze50 r110,2019,400,16.5,11.0,52.0,52.0,Renault_ze50 r110
Renault,ze50 r135,2019,400,16.8,11.0,52.0,52.0,Renault_ze50 r135
Renault,ze40 r110,2019,400,16.1,41.0,41.0,41.0,Renault_ze40 r110
Renault,electric,2020,400,15.8,21.3,21.3,21.3,Renault_electric
Renault,e-tech ev60 220hp,2022,400,15.8,11.0,60.0,60.0,Renault_e-tech ev60 220hp
Renault,e-tech ev40 130hp,2022,400,15.4,40.0,40.0,40.0,Renault_e-tech ev40 130hp
Renault,e-tech ev60 130hp,2022,400,15.8,11.0,60.0,60.0,Renault_e-tech ev60 130hp
Renault,e-tech electric,2022,400,20.0,11.0,45.0,45.0,Renault_e-tech electric
Renault,grand e-tech electric,2024,400,20.5,22.0,45.0,45.0,Renault_grand e-tech electric
Renault,e-tech ev60 170hp,2023,400,17.6,22.0,60.0,60.0,Renault_e-tech ev60 170hp
Renault,e-tech ev87 220hp,2023,400,18.1,22.0,87.0,87.0,Renault_e-tech ev87 220hp
Rolls-Royce,Spectre,2023,400,21.9,22.0,102.0,102.0,Rolls-Royce_Spectre
SEAT,Mii Electric,2020,400,16.6,7.2,34.0,32.3,SEAT_Mii Electric
SEAT,Mii Electric,2020,400,15.8,11.0,37.0,32.3,SEAT_Mii Electric
SEAT,electric,2020,400,15.8,32.3,32.3,32.3,SEAT_electric
Seres,3,2021,400,19.6,6.6,51.0,51.0,Seres_3
Skoda,CITIGOe iV,2020,400,16.6,7.2,34.0,32.3,Skoda_CITIGOe iV
Skoda,Elroq,2024,400,16.5,11.0,145.0,52.0,Skoda_Elroq
Skoda,Elroq,2024,400,17.1,11.0,165.0,59.0,Skoda_Elroq
Skoda,Elroq,2024,400,17.1,11.0,175.0,77.0,Skoda_Elroq
Skoda,Enyaq,2024,400,16.8,11.0,145.0,52.0,Skoda_Enyaq
Skoda,Enyaq,2023,400,17.1,11.0,135.0,77.0,Skoda_Enyaq
Skoda,Enyaq,2023,400,17.5,11.0,175.0,77.0,Skoda_Enyaq
Skoda,Enyaq,2023,400,17.7,11.0,175.0,77.0,Skoda_Enyaq
Skoda,Enyaq Coupe,2023,400,16.0,11.0,135.0,77.0,Skoda_Enyaq Coupe
Skoda,Enyaq Coupe,2023,400,16.2,11.0,175.0,77.0,Skoda_Enyaq Coupe
Skoda,Enyaq Coupe,2023,400,16.7,11.0,175.0,77.0,Skoda_Enyaq Coupe
Skoda,Enyaq iV,2020,400,18.7,7.2,50.0,52.0,Skoda_Enyaq iV
Skoda,Enyaq iV,2020,400,18.7,11.0,100.0,58.0,Skoda_Enyaq iV
Skoda,Enyaq iV,2020,400,18.7,11.0,50.0,58.0,Skoda_Enyaq iV
Skoda,Enyaq iV,2020,400,19.0,11.0,125.0,77.0,Skoda_Enyaq iV
Skoda,Enyaq iV,2020,400,19.0,11.0,50.0,77.0,Skoda_Enyaq iV
Skoda,Enyaq iV 60,2021,400,17.1,11.0,124.0,58.0,Skoda_Enyaq iV 60
Skoda,Enyaq iV 80x,2021,400,18.1,11.0,175.0,77.0,Skoda_Enyaq iV 80x
Skoda,Enyaq 60,2025,400,16.6,11.0,165.0,59.0,Skoda_Enyaq 60
Skoda,CITIGOe iV,2020,400,15.8,11.0,37.0,32.3,Skoda_CITIGOe iV
Skoda,Enyaq iV 50,2021,400,17.0,11.0,50.0,52.0,Skoda_Enyaq iV 50
Skoda,Enyaq Coupe iV RS,2022,400,17.9,11.0,175.0,77.0,Skoda_Enyaq Coupe iV RS
Skoda,Enyaq Coupe 60,2025,400,15.9,11.0,165.0,59.0,Skoda_Enyaq Coupe 60
Skoda,Enyaq Coupe iV 80,2022,400,17.3,11.0,143.0,77.0,Skoda_Enyaq Coupe iV 80
Skoda,Enyaq Coupe iV 80x,2023,400,17.7,11.0,175.0,77.0,Skoda_Enyaq Coupe iV 80x
Skoda,Enyaq Coupe iV 60,2022,400,16.8,11.0,124.0,58.0,Skoda_Enyaq Coupe iV 60
Skoda,Enyaq iV RS,2023,400,18.3,11.0,175.0,77.0,Skoda_Enyaq iV RS
Skoda,Enyaq iV 80,2021,400,17.5,11.0,143.0,77.0,Skoda_Enyaq iV 80
Skoda,iv 50,2021,400,17.0,11.0,52.0,52.0,Skoda_iv 50
Skoda,iv,2020,400,15.8,32.3,32.3,32.3,Skoda_iv
Skoda,iv 60,2021,400,17.1,11.0,58.0,58.0,Skoda_iv 60
Skoda,iv 80,2021,400,17.5,11.0,77.0,77.0,Skoda_iv 80
Skoda,iv 80x,2021,400,18.1,11.0,77.0,77.0,Skoda_iv 80x
Skoda,iv rs,2023,400,18.3,11.0,77.0,77.0,Skoda_iv rs
Skoda,coupe iv 60,2022,400,16.8,11.0,58.0,58.0,Skoda_coupe iv 60
Skoda,coupe iv 80,2022,400,17.3,11.0,77.0,77.0,Skoda_coupe iv 80
Skoda,coupe iv 80x,2023,400,17.7,11.0,77.0,77.0,Skoda_coupe iv 80x
Skoda,coupe iv rs,2022,400,17.9,11.0,77.0,77.0,Skoda_coupe iv rs
Skoda,Enyaq 60,2023,400,17.3,11.0,58.0,58.0,Skoda_Enyaq 60
Skoda,Enyaq 85,2023,400,17.1,11.0,77.0,77.0,Skoda_Enyaq 85
Skoda,85x,2023,400,17.5,11.0,77.0,77.0,Skoda_85x
Skoda,Enyaq RS,2023,400,17.7,11.0,77.0,77.0,Skoda_Enyaq RS
Skoda,coupe 60,2023,400,16.8,11.0,58.0,58.0,Skoda_coupe 60
Skoda,coupe 85,2023,400,16.7,11.0,77.0,77.0,Skoda_coupe 85
Skoda,coupe 85x,2023,400,16.9,11.0,77.0,77.0,Skoda_coupe 85x
Skoda,coupe rs,2023,400,17.1,11.0,77.0,77.0,Skoda_coupe rs
Skywell,BE11 Long Range,2024,400,20.8,11.0,80.0,81.0,Skywell_BE11 Long Range
Skywell,BE11 Standard Range,2024,400,20.6,11.0,80.0,68.0,Skywell_BE11 Standard Range
smart,#1,2024,400,18.8,7.4,130.0,47.0,smart_#1
smart,#1,2024,400,18.4,22.0,150.0,62.0,smart_#1
smart,#3,2024,400,18.8,22.0,150.0,62.0,smart_#3
smart,#3,2024,400,17.7,7.4,130.0,47.0,smart_#3
smart,#3,2024,400,17.5,22.0,150.0,62.0,smart_#3
smart,forfour EQ,2017,400,17.6,3.6,150.0,17.6,smart_forfour EQ
smart,forfour EQ,2017,400,17.6,22.0,150.0,17.6,smart_forfour EQ
smart,fortwo ED,2017,400,16.7,3.6,150.0,17.6,smart_fortwo ED
smart,fortwo ED,2017,400,16.7,22.0,150.0,17.6,smart_fortwo ED
smart,fortwo EQ,2017,400,16.7,22.0,150.0,17.6,smart_fortwo EQ
smart,EQ fortwo coupe,2020,400,16.7,11.0,150.0,16.7,smart_EQ fortwo coupe
smart,#1 Pro+,2023,400,18.5,11.0,150.0,62.0,smart_#1 Pro+
smart,#5 Summit Edition,2025,400,20.7,11.0,400.0,94.0,smart_#5 Summit Edition
smart,#5 Pro+,2025,400,20.2,11.0,400.0,94.0,smart_#5 Pro+
smart,#1 Brabus,2023,400,19.1,11.0,150.0,62.0,smart_#1 Brabus
smart,EQ forfour,2020,400,17.6,11.0,150.0,16.7,smart_EQ forfour
smart,#5 Premium,2025,400,20.2,11.0,400.0,94.0,smart_#5 Premium
smart,#3 Premium,2024,400,17.5,11.0,150.0,62.0,smart_#3 Premium
smart,#5 Pro,2025,400,20.1,11.0,150.0,74.4,smart_#5 Pro
smart,ForTwo Electric Drive,2017,400,16.7,11.0,150.0,16.7,smart_ForTwo Electric Drive
smart,#5 Pulse,2025,400,20.7,11.0,400.0,94.0,smart_#5 Pulse
smart,#1 Premium,2023,400,18.5,11.0,150.0,62.0,smart_#1 Premium
smart,#1 Pro,2023,400,18.8,11.0,130.0,47.0,smart_#1 Pro
smart,EQ fortwo cabrio,2020,400,17.6,11.0,150.0,16.7,smart_EQ fortwo cabrio
smart,#1 Pulse,2023,400,19.1,11.0,150.0,62.0,smart_#1 Pulse
smart,ForFour Electric Drive,2017,400,17.6,11.0,150.0,16.7,smart_ForFour Electric Drive
smart,ForTwo Cabrio Electric Drive,2017,400,17.6,11.0,150.0,16.7,smart_ForTwo Cabrio Electric Drive
smart,ForTwo Cabrio Electric,2017,400,17.6,16.7,100.0,16.7,smart_ForTwo Cabrio Electric
smart,ForFour Electric,2017,400,17.6,16.7,100.0,16.7,smart_ForFour Electric
smart,ForTwo Electric,2017,400,16.7,16.7,100.0,16.7,smart_ForTwo Electric
smart,fortwo coupe,2018,400,16.7,16.7,100.0,16.7,smart_fortwo coupe
smart,fortwo cabrio,2018,400,17.6,16.7,100.0,16.7,smart_fortwo cabrio
smart,forfour,2018,400,17.6,16.7,100.0,16.7,smart_forfour
smart,fortwo coupe,2020,400,16.7,16.7,100.0,16.7,smart_fortwo coupe
smart,fortwo cabrio,2020,400,17.6,16.7,100.0,16.7,smart_fortwo cabrio
smart,forfour,2020,400,17.6,16.7,100.0,16.7,smart_forfour
smart,pro+,2023,400,18.5,22.0,62.0,62.0,smart_pro+
smart,brabus,2023,400,19.1,22.0,62.0,62.0,smart_brabus
smart,pulse,2023,400,19.1,22.0,62.0,62.0,smart_pulse
smart,pro+,2024,400,17.5,22.0,62.0,62.0,smart_pro+
smart,brabus,2024,400,18.5,22.0,62.0,62.0,smart_brabus
smart,pro,2023,400,18.8,7.4,47.0,47.0,smart_pro
smart,pro,2024,400,17.7,7.4,47.0,47.0,smart_pro
smart,premium,2023,400,18.5,22.0,62.0,62.0,smart_premium
smart,premium,2024,400,17.5,22.0,62.0,62.0,smart_premium
Sono,Sion (2023),2023,400,18.1,11.0,47.0,47.0,Sono_Sion (2023)
Sono,Sion,2023,400,18.1,11.0,75.0,47.0,Sono_Sion
SsangYong,Korando e-Motion,2022,400,19.3,6.6,80.0,56.0,SsangYong_Korando e-Motion
SsangYong,e-motion,2022,400,19.3,11.0,56.0,56.0,SsangYong_e-motion
Subaru,Solterra,2022,400,20.0,6.6,150.0,64.0,Subaru_Solterra
Subaru,awd,2022,400,20.0,11.0,64.0,64.0,Subaru_awd
Tesla,Model S,2016,400,20.0,11.0,69.0,69.0,Tesla_Model S
Tesla,Model S,2017,400,20.0,11.0,95.0,95.0,Tesla_Model S
Tesla,Model 3,2023,400,13.7,11.0,57.5,57.5,Tesla_Model 3
Tesla,Model 3,2020,400,16.1,11.0,195.0,74.0,Tesla_Model 3
Tesla,Model 3,2021,400,16.1,11.0,250.0,76.0,Tesla_Model 3
Tesla,Model 3,2023,400,14.9,11.0,250.0,75.0,Tesla_Model 3
Tesla,Model 3,2020,400,16.7,11.0,195.0,72.5,Tesla_Model 3
Tesla,Model 3,2021,400,16.9,11.0,250.0,82.0,Tesla_Model 3
Tesla,Model 3,2022,400,15.5,11.0,170.0,62.3,Tesla_Model 3
Tesla,Model 3,2021,400,15.1,11.0,170.0,57.5,Tesla_Model 3
Tesla,Model 3,2022,400,15.3,11.0,149.0,50.0,Tesla_Model 3
Tesla,Model S,2016,400,18.4,16.5,140.0,95.0,Tesla_Model S
Tesla,Model S,2012,400,18.0,16.5,120.0,62.0,Tesla_Model S
Tesla,Model S,2015,400,18.5,22.0,100.0,67.0,Tesla_Model S
Tesla,Model S,2015,400,19.0,11.0,66.5,66.5,Tesla_Model S
Tesla,Model S,2015,400,18.8,22.0,120.0,66.5,Tesla_Model S
Tesla,Model S,2016,400,19.1,11.0,72.5,72.5,Tesla_Model S
Tesla,Model S,2016,400,19.1,11.0,72.5,72.5,Tesla_Model S
Tesla,Model S,2012,400,19.1,11.0,140.0,76.0,Tesla_Model S
Tesla,Model S,2012,400,19.1,16.5,197.0,77.5,Tesla_Model S
Tesla,Model S,2015,400,18.2,16.5,140.0,81.0,Tesla_Model S
Tesla,Model S,2016,400,20.8,16.5,197.0,72.5,Tesla_Model S
Tesla,Model S,2022,400,16.2,16.5,250.0,95.0,Tesla_Model S
Tesla,Model S,2019,400,19.0,16.5,197.0,95.0,Tesla_Model S
Tesla,Model S,2014,400,20.7,11.0,80.8,80.8,Tesla_Model S
Tesla,Model S,2014,400,19.1,22.0,120.0,80.8,Tesla_Model S
Tesla,Model S,2019,400,19.3,16.5,197.0,95.0,Tesla_Model S
Tesla,Model S,2022,400,17.0,16.5,250.0,95.0,Tesla_Model S
Tesla,Model S,2019,400,18.4,16.5,197.0,72.5,Tesla_Model S
Tesla,Model X,2019,400,20.0,16.5,140.0,75.0,Tesla_Model X
Tesla,Model X,2019,400,20.0,16.5,140.0,100.0,Tesla_Model X
