brand,model,release_year,charging_voltage,energy_consumption,ac_max_power,dc_max_power,battery_kwh,ev_key
Tesla,Model X,2020,400,23.6,16.5,148.0,95.0,Tesla_Model X
Tesla,Model X,2019,400,22.0,16.5,140.0,100.0,Tesla_Model X
Tesla,Model X,2020,400,21.6,16.5,148.0,72.5,Tesla_Model X
Tesla,Model X,2019,400,20.0,16.5,140.0,75.0,Tesla_Model X
Tesla,Model X,2020,400,22.6,16.5,148.0,95.0,Tesla_Model X
Tesla,Model Y,2022,400,16.4,11.0,57.5,57.5,Tesla_Model Y
Tesla,Model Y,2020,400,14.4,11.0,246.0,72.5,Tesla_Model Y
Tesla,Model Y,2022,400,18.1,11.0,246.0,76.0,Tesla_Model Y
Tesla,Roadster,2022,400,20.6,22.0,250.0,200.0,Tesla_Roadster
Tesla,Model Y,2022,400,16.9,11.0,250.0,75.0,Tesla_Model Y
Tesla,Model X,2022,400,20.4,11.0,250.0,95.0,Tesla_Model X
Tesla,Model X,2023,400,19.6,11.0,250.0,95.0,Tesla_Model X
Tesla,Model 3,2020,400,15.0,11.0,170.0,52.5,Tesla_Model 3
Tesla,Model 3,2019,400,16.7,11.0,250.0,73.5,Tesla_Model 3
Tesla,Model S,2020,400,17.7,11.0,250.0,98.0,Tesla_Model S
Tesla,Model 3,2024,400,13.8,11.0,250.0,75.0,Tesla_Model 3
Tesla,Model X,2020,400,20.4,11.0,250.0,98.0,Tesla_Model X
Tesla,Model X,2019,400,21.6,11.0,145.0,95.0,Tesla_Model X
Tesla,Model S,2016,400,21.1,11.0,85.5,85.5,Tesla_Model S
Tesla,Model X,2016,400,22.8,11.0,85.5,85.5,Tesla_Model X
Tesla,Model S,2022,400,17.0,11.0,250.0,95.0,Tesla_Model S
Tesla,Model 3,2021,400,14.6,11.0,170.0,51.0,Tesla_Model 3
Tesla,Model S,2023,400,16.5,11.0,250.0,95.0,Tesla_Model S
Tesla,Model Y,2025,400,16.7,11.0,250.0,75.0,Tesla_Model Y
Tesla,Model S,2013,400,19.9,11.0,80.8,80.8,Tesla_Model S
Tesla,Model S,2015,400,19.2,11.0,80.8,80.8,Tesla_Model S
Tesla,Model S,2015,400,21.1,11.0,85.5,85.5,Tesla_Model S
Tesla,Model S,2016,400,20.0,11.0,69.0,69.0,Tesla_Model S
Tesla,Model S,2016,400,18.0,11.0,62.0,62.0,Tesla_Model S
Tesla,Model 3 Long Range,2019,400,15.5,11.0,73.5,73.5,Tesla_Model 3 Long Range
Tesla,Model X,2016,400,21.8,11.0,62.0,62.0,Tesla_Model X
Tesla,Model S,2015,400,19.2,11.0,85.5,85.5,Tesla_Model S
Tesla,Model S,2016,400,18.8,11.0,85.5,85.5,Tesla_Model S
Tesla,Model S,2015,400,19.6,11.0,66.5,66.5,Tesla_Model S
Tesla,Model X,2016,400,21.6,11.0,72.5,72.5,Tesla_Model X
Tesla,Model S,2016,400,21.1,11.0,85.5,85.5,Tesla_Model S
Tesla,Model S,2016,400,18.0,11.0,62.0,62.0,Tesla_Model S
Tesla,Model S,2015,400,20.6,11.0,85.5,85.5,Tesla_Model S
Tesla,Model X,2016,400,22.8,11.0,85.5,85.5,Tesla_Model X
Tesla,Model X,2016,400,21.6,11.0,85.5,85.5,Tesla_Model X
Tesla,Model X,2017,400,21.8,11.0,95.0,95.0,Tesla_Model X
Tesla,Model X,2017,400,22.6,11.0,100.0,95.0,Tesla_Model X
Tesla,Model S,2016,400,20.0,11.0,100.0,95.0,Tesla_Model S
Tesla,3 long range dual motor,2019,400,16.2,11.0,73.5,73.5,Tesla_3 long range dual motor
Tesla,3 long range,2019,400,16.7,11.0,73.5,73.5,Tesla_3 long range
Tesla,x long range,2019,400,21.6,11.0,95.0,95.0,Tesla_x long range
Tesla,x ludicrous,2019,400,21.6,11.0,95.0,95.0,Tesla_x ludicrous
Tesla,3 standard range plus,2019,400,15.3,11.0,49.0,49.0,Tesla_3 standard range plus
Tesla,y long range dual motor,2021,400,16.9,11.0,72.0,72.0,Tesla_y long range dual motor
Tesla,y,2022,400,17.4,11.0,75.0,75.0,Tesla_y
Tesla,x,2019,400,22.1,11.0,95.0,95.0,Tesla_x
Tesla,s standard range,2019,400,17.3,11.0,72.5,72.5,Tesla_s standard range
Tesla,s long range,2019,400,17.9,11.0,95.0,95.0,Tesla_s long range
Tesla,x standard range,2019,400,20.4,11.0,72.5,72.5,Tesla_x standard range
Tesla,s,2019,400,18.4,11.0,95.0,95.0,Tesla_s
Tesla,3 standard range plus lfp,2020,400,15.0,11.0,52.5,52.5,Tesla_3 standard range plus lfp
Tesla,3 long range dual motor,2020,400,15.5,11.0,72.0,72.0,Tesla_3 long range dual motor
Tesla,3,2020,400,16.2,11.0,76.0,76.0,Tesla_3
Tesla,s long range plus,2020,400,17.7,11.0,98.0,98.0,Tesla_s long range plus
Tesla,s,2020,400,18.3,11.0,98.0,98.0,Tesla_s
Tesla,x long range plus,2020,400,20.4,11.0,98.0,98.0,Tesla_x long range plus
Tesla,x,2020,400,20.9,11.0,98.0,98.0,Tesla_x
Tesla,s dual motor,2023,400,16.5,11.0,95.0,95.0,Tesla_s dual motor
Tesla,s plaid,2022,400,17.0,11.0,95.0,95.0,Tesla_s plaid
Tesla,x dual motor,2023,400,19.6,11.0,95.0,95.0,Tesla_x dual motor
Tesla,x plaid,2022,400,20.4,11.0,95.0,95.0,Tesla_x plaid
Tesla,3 standard range plus,2021,400,14.6,11.0,51.0,51.0,Tesla_3 standard range plus
Tesla,3 long range dual motor,2021,400,15.5,11.0,75.0,75.0,Tesla_3 long range dual motor
Tesla,3,2021,400,14.2,11.0,57.5,57.5,Tesla_3
Tesla,y long range dual motor,2022,400,16.9,11.0,75.0,75.0,Tesla_y long range dual motor
Tesla,3,2022,400,16.3,11.0,75.0,75.0,Tesla_3
Tesla,y,2022,400,16.4,11.0,57.5,57.5,Tesla_y
Tesla,3 long range rwd,2023,400,15.2,11.0,75.0,75.0,Tesla_3 long range rwd
Tesla,3 long range dual motor,2023,400,14.3,11.0,75.0,75.0,Tesla_3 long range dual motor
Toyota,ProAce City Electric,2021,400,22.5,11.0,100.0,45.0,Toyota_ProAce City Electric
Toyota,ProAce Electric,2021,400,22.0,11.0,100.0,45.0,Toyota_ProAce Electric
Toyota,bZ4X AWD,2022,400,18.6,11.0,147.0,64.0,Toyota_bZ4X AWD
Toyota,PROACE Verso L 75 kWh,2024,400,26.2,11.0,100.0,75.0,Toyota_PROACE Verso L 75 kWh
Toyota,Proace City Verso Electric L1 50 kWh,2024,400,21.3,11.0,100.0,50.0,Toyota_Proace City Verso Electric L1 50 kWh
Toyota,Proace City Verso Electric L2 50 kWh,2024,400,21.7,11.0,100.0,50.0,Toyota_Proace City Verso Electric L2 50 kWh
Toyota,PROACE Verso M 50 kWh,2024,400,25.7,11.0,101.0,50.0,Toyota_PROACE Verso M 50 kWh
Toyota,PROACE Verso M 75 kWh,2024,400,26.2,11.0,100.0,75.0,Toyota_PROACE Verso M 75 kWh
Toyota,PROACE Verso L 50 kWh,2021,400,25.7,11.0,101.0,50.0,Toyota_PROACE Verso L 50 kWh
Toyota,PROACE Shuttle M 50 kWh,2021,400,25.0,11.0,101.0,50.0,Toyota_PROACE Shuttle M 50 kWh
Toyota,PROACE Shuttle M 75 kWh,2021,400,25.7,11.0,100.0,75.0,Toyota_PROACE Shuttle M 75 kWh
Toyota,PROACE Shuttle L 75 kWh,2021,400,26.2,11.0,100.0,75.0,Toyota_PROACE Shuttle L 75 kWh
Toyota,PROACE Shuttle L 50 kWh,2021,400,25.7,11.0,101.0,50.0,Toyota_PROACE Shuttle L 50 kWh
Toyota,verso m,2021,400,25.0,11.0,46.3,46.3,Toyota_verso m
Toyota,verso l,2021,400,25.7,11.0,46.3,46.3,Toyota_verso l
Toyota,verso m,2021,400,25.7,11.0,68.0,68.0,Toyota_verso m
Toyota,verso l,2021,400,26.2,11.0,68.0,68.0,Toyota_verso l
Toyota,fwd,2022,400,18.3,11.0,64.0,64.0,Toyota_fwd
Toyota,awd,2022,400,18.6,11.0,64.0,64.0,Toyota_awd
Toyota,shuttle m,2021,400,25.0,11.0,46.3,46.3,Toyota_shuttle m
Toyota,shuttle l,2021,400,25.7,11.0,46.3,46.3,Toyota_shuttle l
Toyota,shuttle m,2021,400,25.7,11.0,68.0,68.0,Toyota_shuttle m
Toyota,shuttle l,2021,400,26.2,11.0,68.0,68.0,Toyota_shuttle l
Toyota,city verso electric l1,2022,400,22.0,7.4,46.3,46.3,Toyota_city verso electric l1
Toyota,city verso electric l2,2022,400,22.6,7.4,46.3,46.3,Toyota_city verso electric l2
Vinfast,VF 8,2023,400,20.6,11.0,150.0,87.7,Vinfast_VF 8
Vinfast,VF 8,2023,400,20.6,11.0,150.0,87.7,Vinfast_VF 8
Vinfast,VF 9,2024,400,23.7,11.0,170.0,123.0,Vinfast_VF 9
Vinfast,8 eco extended range,2023,400,21.7,11.0,87.7,87.7,Vinfast_8 eco extended range
Vinfast,8 plus extended range,2023,400,21.9,11.0,87.7,87.7,Vinfast_8 plus extended range
Vinfast,9 extended range,2025,400,23.9,11.0,123.0,123.0,Vinfast_9 extended range
Volkswagen,e-Up!,2021,400,15.8,7.2,32.3,32.3,Volkswagen_e-Up!
Volkswagen,ID.3,2020,400,16.4,7.2,50.0,45.0,Volkswagen_ID.3
Volkswagen,ID.3,2020,400,16.6,11.0,130.0,58.0,Volkswagen_ID.3
Volkswagen,ID.3,2020,400,17.1,11.0,130.0,77.0,Volkswagen_ID.3
Volkswagen,ID.3,2023,400,16.6,11.0,120.0,58.0,Volkswagen_ID.3
Volkswagen,ID.3,2023,400,16.9,11.0,170.0,77.0,Volkswagen_ID.3
Volkswagen,ID.4,2021,400,19.3,11.0,135.0,77.0,Volkswagen_ID.4
Volkswagen,ID.4,2024,400,18.1,11.0,135.0,77.0,Volkswagen_ID.4
Volkswagen,ID.4,2021,400,18.2,7.2,118.0,52.0,Volkswagen_ID.4
Volkswagen,ID.4,2021,400,18.2,7.2,118.0,52.0,Volkswagen_ID.4
Volkswagen,ID.5,2022,400,19.0,11.0,135.0,77.0,Volkswagen_ID.5
Volkswagen,ID.5,2022,400,17.9,11.0,135.0,77.0,Volkswagen_ID.5
Volkswagen,ID.5,2022,400,17.9,11.0,135.0,77.0,Volkswagen_ID.5
Volkswagen,ID.7,2023,400,16.2,11.0,175.0,77.0,Volkswagen_ID.7
Volkswagen,ID.7,2024,400,16.5,11.0,200.0,86.0,Volkswagen_ID.7
Volkswagen,ID.Buzz,2023,400,22.3,11.0,170.0,77.0,Volkswagen_ID.Buzz
Volkswagen,e-Golf,2020,400,15.3,7.2,40.0,31.5,Volkswagen_e-Golf
Volkswagen,e-Golf,2014,400,15.8,3.6,44.0,21.2,Volkswagen_e-Golf
Volkswagen,e-Golf,2017,400,16.4,7.2,40.0,31.5,Volkswagen_e-Golf
Volkswagen,e-up,2020,400,16.6,7.2,150.0,32.3,Volkswagen_e-up
Volkswagen,e-up,2013,400,16.8,3.6,44.0,16.5,Volkswagen_e-up
Volkswagen,e-up,2020,400,16.6,7.2,34.0,32.3,Volkswagen_e-up
Volkswagen,ID.7,2024,400,16.5,11.0,200.0,86.0,Volkswagen_ID.7
Volkswagen,ID.3,2024,400,16.3,11.0,145.0,52.0,Volkswagen_ID.3
Volkswagen,ID.4,2021,400,18.8,11.0,143.0,77.0,Volkswagen_ID.4
Volkswagen,ID.7,2024,400,16.4,11.0,190.0,77.0,Volkswagen_ID.7
Volkswagen,ID. Buzz,2024,400,23.2,11.0,200.0,86.0,Volkswagen_ID. Buzz
Volkswagen,ID.7,2024,400,17.9,11.0,200.0,86.0,Volkswagen_ID.7
Volkswagen,ID.3,2021,400,16.6,11.0,124.0,58.0,Volkswagen_ID.3
Volkswagen,ID.3,2024,400,17.2,11.0,185.0,79.0,Volkswagen_ID.3
Volkswagen,ID. Buzz,2024,400,24.2,11.0,200.0,86.0,Volkswagen_ID. Buzz
Volkswagen,ID.3,2020,400,16.6,11.0,124.0,58.0,Volkswagen_ID.3
Volkswagen,ID.4,2020,400,18.8,11.0,143.0,77.0,Volkswagen_ID.4
Volkswagen,ID.3,2021,400,16.4,11.0,101.0,45.0,Volkswagen_ID.3
Volkswagen,ID.3,2024,400,17.2,11.0,185.0,79.0,Volkswagen_ID.3
Volkswagen,ID. Buzz,2024,400,21.5,11.0,165.0,59.0,Volkswagen_ID. Buzz
Volkswagen,ID.3,2023,400,16.9,11.0,170.0,77.0,Volkswagen_ID.3
Volkswagen,ID.5,2024,400,16.3,11.0,145.0,52.0,Volkswagen_ID.5
Volkswagen,ID.3,2021,400,17.1,11.0,175.0,77.0,Volkswagen_ID.3
Volkswagen,ID. Buzz,2024,400,21.9,11.0,185.0,79.0,Volkswagen_ID. Buzz
Volkswagen,ID.7,2024,400,17.7,11.0,200.0,86.0,Volkswagen_ID.7
Volkswagen,ID. Buzz,2024,400,23.6,11.0,185.0,79.0,Volkswagen_ID. Buzz
Volkswagen,e-Up!,2014,400,16.8,16.0,37.0,16.0,Volkswagen_e-Up!
Volkswagen,e-Up!,2016,400,16.0,16.0,37.0,16.0,Volkswagen_e-Up!
Volkswagen,e-Golf,2017,400,16.8,32.0,32.0,32.0,Volkswagen_e-Golf
Volkswagen,e-Golf,2014,400,16.4,20.5,20.5,20.5,Volkswagen_e-Golf
Volkswagen,ID.3 Pure,2021,400,16.4,11.0,45.0,45.0,Volkswagen_ID.3 Pure
Volkswagen,pro,2020,400,16.6,11.0,58.0,58.0,Volkswagen_pro
Volkswagen,pro s,2020,400,17.1,11.0,77.0,77.0,Volkswagen_pro s
Volkswagen,1st,2020,400,16.6,11.0,58.0,58.0,Volkswagen_1st
Volkswagen,pro,2020,400,16.6,11.0,58.0,58.0,Volkswagen_pro
Volkswagen,pro,2021,400,16.6,11.0,58.0,58.0,Volkswagen_pro
Volkswagen,pure,2021,400,16.4,11.0,45.0,45.0,Volkswagen_pure
Volkswagen,pure,2021,400,18.2,11.0,52.0,52.0,Volkswagen_pure
Volkswagen,gtx,2021,400,19.3,11.0,77.0,77.0,Volkswagen_gtx
Volkswagen,pro,2021,400,16.6,11.0,58.0,58.0,Volkswagen_pro
Volkswagen,pro s-4 seats,2021,400,17.1,11.0,77.0,77.0,Volkswagen_pro s-4 seats
Volkswagen,pro s-5 seats,2021,400,17.1,11.0,77.0,77.0,Volkswagen_pro s-5 seats
Volkswagen,pro,2022,400,17.9,11.0,77.0,77.0,Volkswagen_pro
Volkswagen,pro,2022,400,17.9,11.0,77.0,77.0,Volkswagen_pro
Volkswagen,gtx,2022,400,19.0,11.0,77.0,77.0,Volkswagen_gtx
Volkswagen,buzz pro,2022,400,22.3,11.0,77.0,77.0,Volkswagen_buzz pro
Volkswagen,pro 4motion,2022,400,19.0,11.0,77.0,77.0,Volkswagen_pro 4motion
Volkswagen,pro,2023,400,16.6,11.0,58.0,58.0,Volkswagen_pro
Volkswagen,pro s-4 seats,2023,400,16.9,11.0,77.0,77.0,Volkswagen_pro s-4 seats
Volkswagen,pro s,2024,400,16.4,11.0,86.0,86.0,Volkswagen_pro s
Volkswagen,pure,2023,400,18.2,11.0,52.0,52.0,Volkswagen_pure
Volkswagen,pro 4motion,2023,400,17.7,11.0,77.0,77.0,Volkswagen_pro 4motion
Volkswagen,gtx,2023,400,17.9,11.0,77.0,77.0,Volkswagen_gtx
Volvo,C40,2023,400,19.4,11.0,150.0,67.0,Volvo_C40
Volvo,C40,2023,400,19.5,11.0,200.0,78.0,Volvo_C40
Volvo,C40,2023,400,20.0,11.0,200.0,78.0,Volvo_C40
Volvo,EX30,2023,400,17.5,11.0,148.0,49.0,Volvo_EX30
Volvo,EX30,2023,400,17.5,11.0,153.0,64.0,Volvo_EX30
Volvo,EX30,2023,400,17.5,22.0,153.0,64.0,Volvo_EX30
Volvo,EX90,2023,400,22.0,11.0,250.0,101.0,Volvo_EX90
Volvo,XC40,2020,400,17.6,11.0,148.0,78.0,Volvo_XC40
Volvo,EX40 Single Motor ER,2024,400,19.8,11.0,205.0,79.0,Volvo_EX40 Single Motor ER
Volvo,ES90 Twin Motor,2025,400,19.2,11.0,350.0,102.0,Volvo_ES90 Twin Motor
Volvo,EX30 Twin Motor Performance,2023,400,19.1,11.0,158.0,64.0,Volvo_EX30 Twin Motor Performance
Volvo,EX90 Twin Motor,2022,400,23.0,11.0,250.0,107.0,Volvo_EX90 Twin Motor
Volvo,ES90 Twin Motor Performance,2025,400,19.2,11.0,350.0,102.0,Volvo_ES90 Twin Motor Performance
Volvo,EX40 Single Motor,2024,400,19.4,11.0,180.0,67.0,Volvo_EX40 Single Motor
Volvo,EX90 Twin Motor Performance,2022,400,23.8,11.0,250.0,107.0,Volvo_EX90 Twin Motor Performance
Volvo,XC40 Recharge Pure Electric,2022,400,20.3,11.0,136.0,67.0,Volvo_XC40 Recharge Pure Electric
Volvo,EC40 Single Motor ER,2024,400,18.8,11.0,205.0,79.0,Volvo_EC40 Single Motor ER
Volvo,ES90 Single Motor,2025,400,18.1,11.0,300.0,88.0,Volvo_ES90 Single Motor
Volvo,EX30 Cross Country,2025,400,20.0,11.0,158.0,64.0,Volvo_EX30 Cross Country
Volvo,EX40 Twin Motor,2024,400,20.5,11.0,205.0,79.0,Volvo_EX40 Twin Motor
Volvo,XC40 P8 AWD Recharge,2020,400,22.4,11.0,149.0,75.0,Volvo_XC40 P8 AWD Recharge
Volvo,XC40 Recharge Single Motor ER,2022,400,19.8,11.0,205.0,79.0,Volvo_XC40 Recharge Single Motor ER
Volvo,XC40 Recharge Single Motor,2022,400,19.4,11.0,135.0,66.0,Volvo_XC40 Recharge Single Motor
Volvo,XC40 Recharge Twin Motor,2022,400,20.5,11.0,205.0,79.0,Volvo_XC40 Recharge Twin Motor
Volvo,EC40 Twin Motor,2024,400,19.8,11.0,205.0,79.0,Volvo_EC40 Twin Motor
Volvo,EC40 Single Motor,2024,400,18.6,11.0,180.0,67.0,Volvo_EC40 Single Motor
Volvo,EX40 Twin Motor Performance,2024,400,20.8,11.0,205.0,79.0,Volvo_EX40 Twin Motor Performance
Volvo,EC40 Twin Motor Performance,2024,400,19.8,11.0,205.0,79.0,Volvo_EC40 Twin Motor Performance
Volvo,XC40 Recharge Twin Pure Electric,2022,400,21.4,11.0,149.0,75.0,Volvo_XC40 Recharge Twin Pure Electric
Volvo,C40 Recharge Pure Electric,2022,400,20.0,11.0,136.0,67.0,Volvo_C40 Recharge Pure Electric
Volvo,C40 Recharge Twin Pure Electric,2021,400,20.8,11.0,149.0,75.0,Volvo_C40 Recharge Twin Pure Electric
Volvo,p8 awd recharge,2020,400,22.4,11.0,75.0,75.0,Volvo_p8 awd recharge
Volvo,recharge twin pure electric,2021,400,22.4,11.0,75.0,75.0,Volvo_recharge twin pure electric
Volvo,recharge pure electric,2021,400,22.0,11.0,67.0,67.0,Volvo_recharge pure electric
Volvo,recharge pure electric,2022,400,20.0,11.0,67.0,67.0,Volvo_recharge pure electric
Volvo,recharge twin pure electric,2022,400,21.4,11.0,75.0,75.0,Volvo_recharge twin pure electric
Volvo,twin motor,2022,400,23.0,11.0,107.0,107.0,Volvo_twin motor
Volvo,twin motor,2022,400,23.8,11.0,107.0,107.0,Volvo_twin motor
Volvo,recharge single motor,2022,400,18.6,11.0,66.0,66.0,Volvo_recharge single motor
Volvo,recharge single motor er,2022,400,18.8,11.0,79.0,79.0,Volvo_recharge single motor er
Volvo,recharge twin motor,2022,400,19.8,11.0,79.0,79.0,Volvo_recharge twin motor
Volvo,single motor,2023,400,17.8,11.0,49.0,49.0,Volvo_single motor
Volvo,single motor er,2023,400,17.8,11.0,64.0,64.0,Volvo_single motor er
Volvo,twin motor,2023,400,19.1,11.0,64.0,64.0,Volvo_twin motor
Voyah,Free,2023,400,20.8,11.0,100.0,100.0,Voyah_Free
Voyah,Free 106 kWh,2023,400,20.8,11.0,100.0,100.0,Voyah_Free 106 kWh
Voyah,106kwh,2023,400,20.8,11.0,100.0,100.0,Voyah_106kwh
XPENG,P5,2022,400,15.6,11.0,80.0,60.0,XPENG_P5
XPENG,G9 RWD Long Range,2023,400,19.4,11.0,319.0,93.1,XPENG_G9 RWD Long Range
XPENG,G6 RWD Standard Range,2024,400,17.8,11.0,215.0,66.0,XPENG_G6 RWD Standard Range
XPENG,G6 AWD Performance,2024,400,18.4,11.0,280.0,87.5,XPENG_G6 AWD Performance
XPENG,P7 RWD Long Range,2023,400,16.7,11.0,182.0,82.7,XPENG_P7 RWD Long Range
XPENG,G9 AWD Performance,2023,400,20.0,11.0,319.0,93.1,XPENG_G9 AWD Performance
XPENG,P7 Wing Edition,2023,400,18.2,11.0,182.0,82.7,XPENG_P7 Wing Edition
XPENG,G9 RWD Standard Range,2023,400,19.2,11.0,260.0,75.8,XPENG_G9 RWD Standard Range
XPENG,P7 AWD Performance,2023,400,18.0,11.0,182.0,82.7,XPENG_P7 AWD Performance
XPENG,G6 RWD Long Range,2024,400,18.2,11.0,280.0,87.5,XPENG_G6 RWD Long Range
XPENG,rwd long range,2023,400,16.7,11.0,82.7,82.7,XPENG_rwd long range
XPENG,awd,2023,400,18.0,11.0,82.7,82.7,XPENG_awd
XPENG,wing edition,2023,400,18.2,11.0,82.7,82.7,XPENG_wing edition
XPENG,rwd standard range,2023,800,19.2,11.0,75.8,75.8,XPENG_rwd standard range
Zeekr,001,2023,400,17.9,22.0,200.0,94.0,Zeekr_001
Zeekr,001,2023,400,18.8,22.0,200.0,94.0,Zeekr_001
Zeekr,001,2023,400,19.0,22.0,200.0,94.0,Zeekr_001
Zeekr,X,2023,400,18.0,22.0,158.0,64.0,Zeekr_X
Zeekr,X,2023,400,18.6,22.0,158.0,64.0,Zeekr_X
Zeekr,7X Performance AWD,2025,400,19.8,11.0,360.0,94.0,Zeekr_7X Performance AWD
Zeekr,7X Premium RWD,2025,400,18.2,11.0,360.0,71.0,Zeekr_7X Premium RWD
Zeekr,7X Long Range RWD,2025,400,18.4,11.0,360.0,94.0,Zeekr_7X Long Range RWD
Zeekr,long range rwd,2023,400,18.6,22.0,94.0,94.0,Zeekr_long range rwd
Zeekr,performance awd,2023,400,19.6,22.0,94.0,94.0,Zeekr_performance awd
Zeekr,privilege,2023,400,19.6,22.0,94.0,94.0,Zeekr_privilege
